primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,sexo,tipo_identificacion,numero_identificacion,departamento_domicilio,municipio_domicilio,zona_domicilio,numero_via,numero_uno,letra,numero_dos,barrio_sector,celular_uno,correo,genero,orientacion_sexual,personas_cargo,discapacidad,nombre_tercero,apellido_tercero,celular_uno_tercero,correo_tercero
Camilo,Camilo,Pérez,Benítez,Hombre,Pasaporte,3350731575,41,41306,Rural,89,24,c,47,La Candelaria,3936065994,camilo.pérez1190@ejemplo.com,Femenino,Homosexual,3,Auditiva,Renata,Castro,3236680902,renata.castro1190@ejemplo.com
Ricardo,María,López,Castillo,Intersexual,Pasaporte,5420556786,25,25126,Urbano,24,82,c,41,La Esperanza,3865219523,ricardo.lópez1191@ejemplo.com,Femenino,Bisexual,9,Auditiva,Ariana,Castillo,3507745083,ariana.castillo1191@ejemplo.com
Elena,María,Martínez,Torres,Hombre,Cédula de ciudadanía,7136223832,27,27006,Rural,42,90,a,17,Bosque Popular,3523580567,elena.martínez1192@ejemplo.com,No binario,Bisexual,1,Intelectual,Gustavo,García,3637938351,gustavo.garcía1192@ejemplo.com
Manuela,Lorena,Rodríguez,Pacheco,Mujer,Cédula de extranjería,3689194737,52,52573,Rural,66,64,c,3,El Mirador,3939557202,manuela.rodríguez1193@ejemplo.com,Masculino,Homosexual,7,Intelectual,Miguel,Salazar,3551986076,miguel.salazar1193@ejemplo.com
Ignacio,Patricia,Hernández,Vallejo,Mujer,Cédula de ciudadanía,7842828914,19,19075,Rural,38,32,b,5,Villa Nueva,3813548264,ignacio.hernández1194@ejemplo.com,Femenino,Homosexual,4,Auditiva,Beatriz,Campos,3302364888,beatriz.campos1194@ejemplo.com
Alberto,Elena,Gómez,Torres,Intersexual,Cédula de extranjería,3206251865,52,52573,Rural,80,44,a,50,La Candelaria,3698310535,alberto.gómez1195@ejemplo.com,Femenino,Homosexual,8,Auditiva,Julián,Silva,3874364330,julián.silva1195@ejemplo.com
Valeria,Ángel,Moreno,López,Mujer,Cédula de ciudadanía,3725979245,25,25123,Rural,23,95,a,20,Los Laureles,3370582381,valeria.moreno1196@ejemplo.com,Femenino,Homosexual,4,Visual,Ana,Morales,3251586432,ana.morales1196@ejemplo.com
Nicolás,Jorge,Jiménez,Morales,Mujer,Pasaporte,4432458182,20,20175,Urbano,79,43,c,32,Villa Diana,3107292565,nicolás.jiménez1197@ejemplo.com,Masculino,Bisexual,6,Visual,Ramiro,Morales,3834731818,ramiro.morales1197@ejemplo.com
Sofía,Antonia,Ramírez,Villalba,Mujer,Pasaporte,2821131783,20,20178,Rural,13,64,a,15,Villa del Prado,3952929309,sofía.ramírez1198@ejemplo.com,Masculino,Bisexual,1,Intelectual,Samuel,Ruiz,3954696466,samuel.ruiz1198@ejemplo.com
Alonso,Ángel,Suárez,Rivera,Hombre,Pasaporte,3698643038,27,27615,Rural,99,25,b,46,El Recreo,3414786000,alonso.suárez1199@ejemplo.com,Femenino,Bisexual,10,Auditiva,Sofía,Aguilar,3990711894,sofía.aguilar1199@ejemplo.com
Juan,Cristian,García,Hernández,Hombre,Cédula de ciudadanía,6064706768,25,25168,Urbano,72,21,a,6,Villa María,3584487525,juan.garcía1200@ejemplo.com,Femenino,Bisexual,4,Intelectual,Carolina,Mora,3967705465,carolina.mora1200@ejemplo.com
Ana,Oscar,Ortiz,Márquez,Mujer,Pasaporte,2281991291,20,20178,Rural,41,38,b,30,Villa María,3194323409,ana.ortiz1201@ejemplo.com,Masculino,Heterosexual,2,Auditiva,David,Delgado,3697999379,david.delgado1201@ejemplo.com
Carlos,Gustavo,Mendoza,Palacios,Hombre,Pasaporte,9325435399,41,41001,Rural,79,69,b,9,Villa María,3183436724,carlos.mendoza1202@ejemplo.com,No binario,Bisexual,1,Visual,Jorge,Londoño,3451896849,jorge.londoño1202@ejemplo.com
Laura,Clara,Cruz,Barrios,Hombre,Cédula de ciudadanía,3860910131,52,52683,Rural,2,70,a,32,Villa del Prado,3985365154,laura.cruz1203@ejemplo.com,Femenino,Heterosexual,8,Auditiva,Juan,Hernández,3390467086,juan.hernández1203@ejemplo.com
Sofía,Emmanuel,Castro,Peña,Mujer,Pasaporte,7045274554,52,52685,Urbano,90,39,a,4,La Estrella,3925973610,sofía.castro1204@ejemplo.com,Masculino,Bisexual,2,Visual,Andrés,Rivera,3375614876,andrés.rivera1204@ejemplo.com
Miguel,Cristian,Salazar,Benítez,Hombre,Cédula de ciudadanía,8265379425,25,25168,Rural,86,44,b,7,Villa del Prado,3357617948,miguel.salazar1205@ejemplo.com,No binario,Homosexual,4,Auditiva,Clara,Córdoba,3894522967,clara.córdoba1205@ejemplo.com
Camila,Estefanía,Peña,Moreno,Mujer,Pasaporte,1614865909,52,52573,Rural,20,20,c,2,Los Laureles,3739286687,camila.peña1206@ejemplo.com,No binario,Bisexual,10,Visual,Martín,Pérez,3709397389,martín.pérez1206@ejemplo.com
Daniel,Ignacio,Álvarez,Benítez,Intersexual,Cédula de extranjería,9200649580,41,41349,Urbano,60,91,b,9,Las Flores,3769189444,daniel.álvarez1207@ejemplo.com,Femenino,Heterosexual,8,Visual,Sofía,Navarro,3997705042,sofía.navarro1207@ejemplo.com
Valentina,Gabriel,Montoya,Navarro,Mujer,Pasaporte,7814436394,41,41349,Rural,27,17,a,40,San José,3130873152,valentina.montoya1208@ejemplo.com,No binario,Bisexual,3,Auditiva,Fabiola,Bermúdez,3648506109,fabiola.bermúdez1208@ejemplo.com
Julián,Iván,Rivera,Cruz,Mujer,Cédula de ciudadanía,1170728382,19,19075,Rural,45,93,a,30,Villa del Prado,3580866608,julián.rivera1209@ejemplo.com,No binario,Homosexual,3,Auditiva,Alonso,Rivera,3732590028,alonso.rivera1209@ejemplo.com
Natalia,Esteban,Cardona,Rodríguez,Hombre,Pasaporte,2886592037,27,27025,Rural,81,25,c,34,El Porvenir,3763864854,natalia.cardona1210@ejemplo.com,No binario,Homosexual,1,Auditiva,Ariana,Bermúdez,3272347490,ariana.bermúdez1210@ejemplo.com
Andrés,Ignacio,Londoño,Rangel,Intersexual,Pasaporte,1592617429,52,52560,Urbano,41,97,a,8,El Mirador,3532787245,andrés.londoño1211@ejemplo.com,No binario,Bisexual,2,Intelectual,Esteban,Arias,3501869204,esteban.arias1211@ejemplo.com
Paula,Esteban,Herrera,Castillo,Intersexual,Pasaporte,3130666307,20,20060,Urbano,85,86,b,36,Los Álamos,3654847577,paula.herrera1212@ejemplo.com,Masculino,Heterosexual,9,Auditiva,Martín,Mendoza,3164062678,martín.mendoza1212@ejemplo.com
Sebastián,Alfredo,Bermúdez,Cardona,Hombre,Cédula de ciudadanía,3848968468,41,41306,Rural,58,49,b,40,San Fernando,3128052600,sebastián.bermúdez1213@ejemplo.com,No binario,Heterosexual,5,Visual,Daniel,García,3298378952,daniel.garcía1213@ejemplo.com
María,Andrés,Chávez,Rangel,Hombre,Cédula de ciudadanía,7911434389,25,25123,Urbano,22,60,b,47,La Estrella,3204650702,maría.chávez1214@ejemplo.com,No binario,Homosexual,2,Auditiva,Sofía,Fuentes,3971198374,sofía.fuentes1214@ejemplo.com
Felipe,Emiliano,Mejía,Silva,Hombre,Pasaporte,4391976370,20,20032,Rural,22,82,b,27,San Luis,3475559897,felipe.mejía1215@ejemplo.com,No binario,Heterosexual,1,Intelectual,Teresa,Pineda,3852377825,teresa.pineda1215@ejemplo.com
Lucía,Mauricio,Castaño,Villalba,Intersexual,Pasaporte,9331540422,27,27006,Urbano,32,60,a,33,Villa del Prado,3967141210,lucía.castaño1216@ejemplo.com,Masculino,Heterosexual,3,Auditiva,Alfredo,Torres,3730116319,alfredo.torres1216@ejemplo.com
Mateo,Camilo,Morales,Morales,Hombre,Cédula de ciudadanía,8530182730,52,52573,Rural,15,30,b,33,San Cristóbal,3989057859,mateo.morales1217@ejemplo.com,Femenino,Heterosexual,3,Intelectual,Sebastián,Morales,3138197337,sebastián.morales1217@ejemplo.com
Isabella,Ramiro,Ríos,Soto,Mujer,Pasaporte,3438322922,41,41319,Urbano,65,66,a,1,San Cristóbal,3638876755,isabella.ríos1218@ejemplo.com,Masculino,Homosexual,6,Intelectual,Javier,Barrios,3753817174,javier.barrios1218@ejemplo.com
Tomás,Nicolás,Torres,Cardona,Intersexual,Cédula de ciudadanía,3608360633,19,19001,Urbano,50,99,b,33,La Castellana,3709294010,tomás.torres1219@ejemplo.com,Femenino,Heterosexual,10,Intelectual,Mariana,Aguilar,3341750797,mariana.aguilar1219@ejemplo.com
Gabriela,Valentina,Vargas,Ríos,Mujer,Cédula de extranjería,2446235746,19,19050,Urbano,71,1,c,9,Los Laureles,3689314319,gabriela.vargas1220@ejemplo.com,No binario,Bisexual,6,Auditiva,Fabiola,Rivera,3136796798,fabiola.rivera1220@ejemplo.com
Diego,Estefanía,Serrano,Soto,Mujer,Pasaporte,7699389953,27,27025,Rural,87,45,c,7,El Refugio,3461008442,diego.serrano1221@ejemplo.com,Masculino,Homosexual,9,Auditiva,Victoria,Sánchez,3129348615,victoria.sánchez1221@ejemplo.com
Samuel,Hugo,Pineda,Chávez,Mujer,Pasaporte,9363752753,27,27025,Urbano,13,33,c,43,Altos del Bosque,3593219385,samuel.pineda1222@ejemplo.com,Masculino,Heterosexual,4,Auditiva,Diego,Cardona,3814162232,diego.cardona1222@ejemplo.com
Juliana,Teresa,Reyes,Fuentes,Mujer,Cédula de ciudadanía,9272028254,27,27615,Rural,66,26,a,22,Los Álamos,3318164754,juliana.reyes1223@ejemplo.com,No binario,Heterosexual,1,Auditiva,Manuela,Aguilar,3650976827,manuela.aguilar1223@ejemplo.com
David,Antonia,Navarro,Castañeda,Hombre,Cédula de ciudadanía,8664753213,41,41349,Rural,56,16,a,43,Villa del Prado,3324615279,david.navarro1224@ejemplo.com,Femenino,Heterosexual,1,Visual,Pablo,Guzmán,3330803248,pablo.guzmán1224@ejemplo.com
Mariana,Estefanía,Molina,Martínez,Intersexual,Pasaporte,9519759263,20,20060,Urbano,32,19,b,20,Los Laureles,3553563415,mariana.molina1225@ejemplo.com,Femenino,Homosexual,5,Auditiva,Valentina,Ríos,3756080412,valentina.ríos1225@ejemplo.com
Alejandro,David,Soto,Cardona,Intersexual,Cédula de ciudadanía,3872078633,19,19050,Urbano,95,31,c,37,La Candelaria,3376626529,alejandro.soto1226@ejemplo.com,Masculino,Bisexual,5,Visual,Cristian,Morales,3382865067,cristian.morales1226@ejemplo.com
Daniela,Fabiola,Delgado,Pérez,Intersexual,Pasaporte,7097366918,19,19075,Rural,60,34,c,27,Las Margaritas,3628159727,daniela.delgado1227@ejemplo.com,Femenino,Bisexual,7,Intelectual,Daniel,Ríos,3261711276,daniel.ríos1227@ejemplo.com
Nicolás,Verónica,Campos,Bermúdez,Intersexual,Pasaporte,4502344571,27,27006,Urbano,70,25,b,5,Villa Luz,3216157334,nicolás.campos1228@ejemplo.com,Femenino,Heterosexual,10,Visual,Ana,Escobar,3540356093,ana.escobar1228@ejemplo.com
Sara,Lucía,Vega,Salazar,Intersexual,Cédula de ciudadanía,4802796144,25,25019,Rural,77,28,b,21,El Recreo,3114866501,sara.vega1229@ejemplo.com,Femenino,Heterosexual,4,Auditiva,Agustín,Salazar,3575534177,agustín.salazar1229@ejemplo.com
Esteban,Estefanía,Aguilar,Córdoba,Intersexual,Cédula de ciudadanía,9565268265,52,52683,Urbano,96,77,c,29,Bella Vista,3695789954,esteban.aguilar1230@ejemplo.com,Femenino,Homosexual,6,Intelectual,Martín,Hernández,3369145218,martín.hernández1230@ejemplo.com
Luisa,Isabel,Silva,Bermúdez,Mujer,Pasaporte,6176569245,20,20060,Urbano,30,44,c,3,El Jardín,3937307756,luisa.silva1231@ejemplo.com,Masculino,Bisexual,4,Auditiva,Iván,Bermúdez,3608231821,iván.bermúdez1231@ejemplo.com
Martín,Bruno,Fuentes,Soto,Mujer,Cédula de extranjería,2287953885,19,19075,Rural,36,20,a,33,La Esperanza,3745501016,martín.fuentes1232@ejemplo.com,Masculino,Heterosexual,5,Auditiva,Valentina,Ramírez,3366442727,valentina.ramírez1232@ejemplo.com
Renata,Camilo,Escobar,Cárdenas,Hombre,Cédula de extranjería,5184872580,20,20032,Rural,20,67,a,49,Villa del Prado,3603446425,renata.escobar1233@ejemplo.com,Masculino,Homosexual,3,Visual,Diego,Mendoza,3412831939,diego.mendoza1233@ejemplo.com
Emilio,Santiago,Pacheco,Suárez,Mujer,Cédula de ciudadanía,9209577605,52,52683,Urbano,93,49,c,18,San Cristóbal,3177576674,emilio.pacheco1234@ejemplo.com,No binario,Bisexual,1,Visual,Roberto,Córdoba,3706523113,roberto.córdoba1234@ejemplo.com
Victoria,Fernanda,Maldonado,Rangel,Intersexual,Pasaporte,2177488342,27,27025,Urbano,88,7,a,20,San Cristóbal,3466704153,victoria.maldonado1235@ejemplo.com,Femenino,Heterosexual,10,Intelectual,Isabella,Álvarez,3307551735,isabella.álvarez1235@ejemplo.com
Emilia,Paola,Arias,Castro,Hombre,Pasaporte,8859881914,41,41001,Rural,55,5,b,46,Los Laureles,3266918741,emilia.arias1236@ejemplo.com,No binario,Heterosexual,7,Visual,Camilo,Montoya,3104027006,camilo.montoya1236@ejemplo.com
Agustín,Jorge,Córdoba,Fuentes,Mujer,Cédula de ciudadanía,9648676695,20,20175,Rural,45,25,a,26,Las Margaritas,3756985038,agustín.córdoba1237@ejemplo.com,No binario,Bisexual,1,Intelectual,Alfredo,Córdoba,3452155263,alfredo.córdoba1237@ejemplo.com
Antonia,Clara,Sánchez,Torres,Hombre,Cédula de ciudadanía,8827475815,20,20060,Rural,20,34,b,21,Villa del Prado,3379681936,antonia.sánchez1238@ejemplo.com,Masculino,Homosexual,8,Intelectual,Roberto,Morales,3440412535,roberto.morales1238@ejemplo.com
Emmanuel,Mauricio,Ruiz,Cardona,Hombre,Pasaporte,4884358120,41,41319,Urbano,50,95,c,19,San Luis,3337501419,emmanuel.ruiz1239@ejemplo.com,Femenino,Bisexual,4,Intelectual,Julián,Pineda,3816464095,julián.pineda1239@ejemplo.com
Ariana,Hugo,Castillo,Gómez,Hombre,Cédula de ciudadanía,2722067292,41,41319,Rural,93,42,c,40,El Jardín,3763734213,ariana.castillo1240@ejemplo.com,No binario,Homosexual,6,Visual,Luisa,Morales,3567476868,luisa.morales1240@ejemplo.com
Bruno,Agustina,Márquez,Ortiz,Hombre,Pasaporte,4706533506,27,27001,Rural,7,44,b,32,San Cristóbal,3583649013,bruno.márquez1241@ejemplo.com,Femenino,Homosexual,6,Visual,Laura,Morales,3622871934,laura.morales1241@ejemplo.com
René,Gabriel,Ramón,Hernández,Hombre,Cédula de extranjería,5764562962,27,27006,Urbano,14,95,a,15,San Fernando,3631168013,rené.ramón1242@ejemplo.com,Femenino,Bisexual,6,Auditiva,Lorena,Sánchez,3982979230,lorena.sánchez1242@ejemplo.com
Diana,Leticia,Villalba,Arias,Hombre,Pasaporte,7697871924,52,52560,Rural,66,86,a,45,San José,3115058565,diana.villalba1243@ejemplo.com,No binario,Bisexual,3,Auditiva,Verónica,García,3595255508,verónica.garcía1243@ejemplo.com
Pablo,Cecilia,Guzmán,Palacios,Intersexual,Cédula de ciudadanía,5927159614,41,41349,Urbano,65,60,b,36,Los Laureles,3786932390,pablo.guzmán1244@ejemplo.com,Masculino,Homosexual,2,Visual,Daniela,Reyes,3387228401,daniela.reyes1244@ejemplo.com
Mónica,Esteban,Solano,Guzmán,Hombre,Cédula de extranjería,4102655733,27,27001,Urbano,64,83,c,27,Las Flores,3904910886,mónica.solano1245@ejemplo.com,Masculino,Homosexual,2,Auditiva,Mariana,Pérez,3574378660,mariana.pérez1245@ejemplo.com
Cristian,Felipe,Palacios,Navarro,Intersexual,Cédula de ciudadanía,3622354279,41,41349,Rural,14,48,b,12,El Porvenir,3557826728,cristian.palacios1246@ejemplo.com,No binario,Bisexual,6,Auditiva,Sofía,Aguilar,3227451890,sofía.aguilar1246@ejemplo.com
Lorena,Gabriel,Rangel,Vega,Mujer,Cédula de ciudadanía,5527037659,52,52683,Urbano,63,96,b,3,La Candelaria,3416447821,lorena.rangel1247@ejemplo.com,Masculino,Bisexual,5,Intelectual,Juliana,Mejía,3765893715,juliana.mejía1247@ejemplo.com
Francisco,Ariadna,Barrios,Castillo,Intersexual,Cédula de extranjería,1305916574,27,27615,Urbano,36,9,b,18,La Esperanza,3765030359,francisco.barrios1248@ejemplo.com,Femenino,Homosexual,2,Auditiva,Camilo,Morales,3929314445,camilo.morales1248@ejemplo.com
Carolina,Javier,Córdoba,Torres,Intersexual,Cédula de ciudadanía,6954896743,20,20032,Urbano,30,51,a,26,Las Flores,3836836009,carolina.córdoba1249@ejemplo.com,Masculino,Heterosexual,5,Visual,Valeria,Rodríguez,3243382272,valeria.rodríguez1249@ejemplo.com
Jorge,Felipe,Vallejo,Castaño,Mujer,Pasaporte,4552677836,41,41306,Rural,10,4,a,9,San Cristóbal,3735043117,jorge.vallejo1250@ejemplo.com,No binario,Heterosexual,2,Visual,Natalia,Martínez,3556261805,natalia.martínez1250@ejemplo.com
Patricia,Patricia,Benítez,Maldonado,Hombre,Cédula de ciudadanía,5135095336,25,25168,Urbano,48,39,a,1,Bella Vista,3914041573,patricia.benítez1251@ejemplo.com,Femenino,Bisexual,2,Intelectual,Mauricio,Rueda,3646344412,mauricio.rueda1251@ejemplo.com
Iván,Nicolás,Cortés,Buitrago,Hombre,Cédula de ciudadanía,9043546908,19,19050,Urbano,72,86,b,23,Villa Clara,3989163232,iván.cortés1252@ejemplo.com,No binario,Homosexual,3,Intelectual,Martín,Montoya,3362255390,martín.montoya1252@ejemplo.com
Beatriz,Emmanuel,Rueda,Castaño,Hombre,Cédula de ciudadanía,6103493132,19,19001,Rural,86,59,c,36,El Porvenir,3862638549,beatriz.rueda1253@ejemplo.com,Femenino,Heterosexual,3,Auditiva,Isabella,Márquez,3838087501,isabella.márquez1253@ejemplo.com
Ramiro,María,Mora,Mora,Intersexual,Cédula de ciudadanía,5814227567,52,52683,Urbano,38,25,b,4,Villa del Prado,3111480240,ramiro.mora1254@ejemplo.com,No binario,Homosexual,4,Visual,Camila,Vega,3725101892,camila.vega1254@ejemplo.com
Fabiola,Fernanda,Sarmiento,Martínez,Mujer,Pasaporte,5822479649,52,52560,Rural,61,95,b,27,San José,3778066557,fabiola.sarmiento1255@ejemplo.com,Masculino,Heterosexual,6,Auditiva,Alfredo,Aguilar,3631868496,alfredo.aguilar1255@ejemplo.com
Alfredo,Emmanuel,Buitrago,Pérez,Mujer,Cédula de extranjería,8954079050,52,52685,Urbano,11,5,c,30,Villa Luz,3885647472,alfredo.buitrago1256@ejemplo.com,No binario,Bisexual,9,Auditiva,Patricia,García,3575904104,patricia.garcía1256@ejemplo.com
Leticia,Lorena,Castañeda,Torres,Hombre,Cédula de extranjería,3406319991,25,25168,Urbano,92,74,b,30,Los Rosales,3324900461,leticia.castañeda1257@ejemplo.com,Masculino,Homosexual,9,Visual,Patricia,Gómez,3733417472,patricia.gómez1257@ejemplo.com
Oscar,Teresa,Cárdenas,Soto,Intersexual,Pasaporte,4671107059,52,52683,Rural,89,66,b,15,La Candelaria,3723354321,oscar.cárdenas1258@ejemplo.com,Femenino,Homosexual,6,Auditiva,Leticia,Jiménez,3449424607,leticia.jiménez1258@ejemplo.com
Teresa,Carolina,Salinas,Montoya,Hombre,Pasaporte,7238536139,27,27615,Urbano,54,83,b,23,San Antonio,3611998804,teresa.salinas1259@ejemplo.com,Femenino,Bisexual,6,Intelectual,Felipe,Cárdenas,3498255299,felipe.cárdenas1259@ejemplo.com
Gustavo,Beatriz,Pérez,Cruz,Mujer,Cédula de extranjería,2952746094,19,19022,Urbano,26,83,c,22,Villa del Prado,3738604945,gustavo.pérez1260@ejemplo.com,Masculino,Homosexual,6,Intelectual,Elena,Benítez,3893413012,elena.benítez1260@ejemplo.com
Silvia,María,López,Rodríguez,Mujer,Pasaporte,2533445835,25,25019,Rural,65,22,b,32,Los Rosales,3522802629,silvia.lópez1261@ejemplo.com,No binario,Heterosexual,9,Intelectual,Valentina,Vargas,3187868093,valentina.vargas1261@ejemplo.com
Rocío,Leticia,Martínez,Salazar,Intersexual,Pasaporte,6594791283,52,52560,Rural,55,63,b,2,El Refugio,3388046645,rocío.martínez1262@ejemplo.com,No binario,Heterosexual,7,Intelectual,Lorena,Ruiz,3313802061,lorena.ruiz1262@ejemplo.com
Clara,Clara,Rodríguez,Márquez,Mujer,Cédula de extranjería,2743787490,19,19075,Rural,55,45,b,1,San Luis,3929883822,clara.rodríguez1263@ejemplo.com,No binario,Heterosexual,5,Visual,Pablo,Márquez,3539643159,pablo.márquez1263@ejemplo.com
Roberto,Nicolás,Hernández,López,Mujer,Pasaporte,7519450469,27,27025,Urbano,6,36,b,18,Villa Clara,3984224665,roberto.hernández1264@ejemplo.com,Masculino,Heterosexual,6,Auditiva,Nicolás,Villalba,3296760041,nicolás.villalba1264@ejemplo.com
Cecilia,Andrea,Gómez,Pacheco,Hombre,Cédula de ciudadanía,6392977365,25,25019,Urbano,77,33,c,24,Los Laureles,3999655822,cecilia.gómez1265@ejemplo.com,Femenino,Heterosexual,8,Visual,Carolina,López,3293984611,carolina.lópez1265@ejemplo.com
Mauricio,Renata,Moreno,Molina,Intersexual,Cédula de extranjería,5035703022,41,41319,Urbano,31,77,b,23,San Carlos,3813549328,mauricio.moreno1266@ejemplo.com,Femenino,Homosexual,8,Auditiva,Ariana,Serrano,3641753449,ariana.serrano1266@ejemplo.com
Verónica,Nicolás,Jiménez,Castañeda,Hombre,Cédula de ciudadanía,3139751506,25,25019,Rural,79,52,c,40,Las Margaritas,3917763316,verónica.jiménez1267@ejemplo.com,No binario,Bisexual,9,Intelectual,Leticia,Soto,3857443189,leticia.soto1267@ejemplo.com
Raúl,Diana,Ramírez,Ríos,Intersexual,Cédula de ciudadanía,3250936780,41,41306,Rural,31,3,c,48,Villa María,3507930422,raúl.ramírez1268@ejemplo.com,Masculino,Heterosexual,6,Visual,Verónica,Mejía,3885944394,verónica.mejía1268@ejemplo.com
Javier,Jorge,Suárez,Castro,Mujer,Pasaporte,5938744523,20,20032,Urbano,78,63,a,6,San Luis,3608011431,javier.suárez1269@ejemplo.com,Femenino,Homosexual,6,Visual,Sara,Salinas,3106779789,sara.salinas1269@ejemplo.com
Camilo,Beatriz,García,Silva,Hombre,Cédula de ciudadanía,4788803312,27,27001,Rural,8,66,c,8,El Mirador,3968192846,camilo.garcía1270@ejemplo.com,No binario,Homosexual,5,Auditiva,Sofía,García,3694196176,sofía.garcía1270@ejemplo.com
Ricardo,Bruno,Ortiz,Ruiz,Hombre,Cédula de ciudadanía,2965983133,52,52683,Urbano,85,9,a,45,Los Álamos,3980146778,ricardo.ortiz1271@ejemplo.com,Masculino,Heterosexual,4,Visual,Nicolás,Pérez,3838967401,nicolás.pérez1271@ejemplo.com
Elena,Iván,Mendoza,Castro,Mujer,Cédula de ciudadanía,8148595760,41,41306,Rural,65,88,c,32,Altos del Bosque,3599976496,elena.mendoza1272@ejemplo.com,No binario,Homosexual,9,Auditiva,Tomás,Castro,3291005690,tomás.castro1272@ejemplo.com
Manuela,Carolina,Cruz,Moreno,Hombre,Pasaporte,8874278130,27,27615,Rural,6,56,b,18,El Porvenir,3997421825,manuela.cruz1273@ejemplo.com,No binario,Heterosexual,7,Auditiva,Laura,Campos,3980862713,laura.campos1273@ejemplo.com
Ignacio,Estefanía,Castro,Castro,Mujer,Pasaporte,2849473727,52,52560,Rural,65,57,c,22,El Recreo,3643847886,ignacio.castro1274@ejemplo.com,Masculino,Bisexual,8,Intelectual,Cristian,Palacios,3487962862,cristian.palacios1274@ejemplo.com
Alberto,Silvia,Salazar,Cardona,Intersexual,Pasaporte,5740734840,25,25123,Rural,84,84,c,42,Bella Vista,3647969466,alberto.salazar1275@ejemplo.com,Masculino,Bisexual,2,Intelectual,Rocío,Rivera,3205971274,rocío.rivera1275@ejemplo.com
Valeria,Ariana,Peña,Aguilar,Mujer,Cédula de extranjería,2437845835,19,19075,Rural,89,15,b,27,Altos del Bosque,3203343493,valeria.peña1276@ejemplo.com,Masculino,Homosexual,7,Intelectual,Valeria,López,3676221621,valeria.lópez1276@ejemplo.com
Nicolás,Emiliano,Álvarez,Moreno,Mujer,Pasaporte,4722677946,52,52560,Urbano,74,34,a,43,Villa Clara,3520488110,nicolás.álvarez1277@ejemplo.com,Masculino,Homosexual,10,Auditiva,Alonso,Buitrago,3947703327,alonso.buitrago1277@ejemplo.com
Sofía,Valeria,Montoya,Vallejo,Intersexual,Pasaporte,7732508518,25,25126,Urbano,82,84,c,9,San Cristóbal,3773145391,sofía.montoya1278@ejemplo.com,No binario,Homosexual,10,Auditiva,Felipe,Mendoza,3598745923,felipe.mendoza1278@ejemplo.com
